date,close,nifty50_return
2022-01-04,17805.25,0.01018687423526421
2022-01-05,17925.25,0.0067395852346920915
2022-01-06,17745.900390625,-0.010005417462796928
2022-01-07,17812.69921875,0.003764183651131514
2022-01-10,18003.30078125,0.010700318921871732
2022-01-11,18055.75,0.002913311252602302
2022-01-12,18212.349609375,0.008673115731830494
2022-01-13,18257.80078125,0.0024956237305924223
2022-01-14,18255.75,-0.00011232356375068253
2022-01-17,18308.099609375,0.0028675682661627455
2022-01-18,18113.05078125,-0.010653690567923424
2022-01-19,17938.400390625,-0.00964224043394124
2022-01-20,17757.0,-0.010112406160797005
2022-01-21,17617.150390625,-0.007875745304668613
2022-01-24,17149.099609375,-0.02656790518738339
2022-01-25,17277.94921875,0.007513491221694313
2022-01-27,17110.150390625,-0.00971173291462768
2022-01-28,17101.94921875,-0.0004793161771092791
2022-01-31,17339.849609375,0.0139107178709299
2022-02-01,17576.849609375,0.013667938611870323
2022-02-02,17780.0,0.011557838585399605
2022-02-03,17560.19921875,-0.012362248664229525
2022-02-04,17516.30078125,-0.0024998826581151823
2022-02-07,17213.599609375,-0.017281112927623465
2022-02-08,17266.75,0.0030876976246183574
2022-02-09,17463.80078125,0.01141215233034587
2022-02-10,17605.849609375,0.008133901085124018
2022-02-11,17374.75,-0.01312629691281364
2022-02-14,16842.80078125,-0.03061622289529342
2022-02-15,17352.44921875,0.03025912638397754
2022-02-16,17322.19921875,-0.0017432697608654735
2022-02-17,17304.599609375,-0.001016014719190439
2022-02-18,17276.30078125,-0.0016353356196504576
2022-02-21,17206.650390625,-0.004031556958107085
2022-02-22,17092.19921875,-0.006651566067580439
2022-02-23,17063.25,-0.0016937094155936583
2022-02-24,16247.9501953125,-0.04778103847083648
2022-02-25,16658.400390625,0.025261660109649586
2022-02-28,16793.900390625,0.008134034290366632
2022-03-02,16605.94921875,-0.011191633122935585
2022-03-03,16498.05078125,-0.00649757722841704
2022-03-04,16245.349609375,-0.015317032007332254
2022-03-07,15863.150390625,-0.02352668473994779
2022-03-08,16013.4501953125,0.009474776509483585
2022-03-09,16345.349609375,0.020726290088294297
2022-03-10,16594.900390625,0.01526738719047449
2022-03-11,16630.44921875,0.0021421537513466316
2022-03-14,16871.30078125,0.014482565042708062
2022-03-15,16663.0,-0.012346456503312231
2022-03-16,16975.349609375,0.018745100484606647
2022-03-17,17287.05078125,0.018361988356508263
2022-03-21,17117.599609375,-0.009802202470463706
2022-03-22,17315.5,0.011561223252155806
2022-03-23,17245.650390625,-0.0040339354552280104
2022-03-24,17222.75,-0.0013278937068936791
2022-03-25,17153.0,-0.004049875890900112
2022-03-28,17222.0,0.004022619949862971
2022-03-29,17325.30078125,0.005998187274997013
2022-03-30,17498.25,0.009982465582194733
2022-03-31,17464.75,-0.001914477162001882
2022-04-01,17670.44921875,0.011777965258592316
2022-04-04,18053.400390625,0.021671841339984343
2022-04-05,17957.400390625,-0.005317557796472028
2022-04-06,17807.650390625,-0.008339180323571727
2022-04-07,17639.55078125,-0.00943974110495216
2022-04-08,17784.349609375,0.008208759390795572
2022-04-11,17674.94921875,-0.006151497975913078
2022-04-12,17530.30078125,-0.008183810641252287
2022-04-13,17475.650390625,-0.0031174816283502382
2022-04-18,17173.650390625,-0.017281188010147552
2022-04-19,16958.650390625,-0.012519178806467801
2022-04-20,17136.55078125,0.010490244596548015
2022-04-21,17392.599609375,0.014941678252146096
2022-04-22,17171.94921875,-0.012686452605167986
2022-04-25,16953.94921875,-0.012695122564301942
2022-04-26,17200.80078125,0.014560121616207233
2022-04-27,17038.400390625,-0.009441443610115341
2022-04-28,17245.05078125,0.012128508890934642
2022-04-29,17102.55078125,-0.008263240381694681
2022-05-02,17069.099609375,-0.0019559171203674675
2022-05-04,16677.599609375,-0.022936183451936376
2022-05-05,16682.650390625,0.00030284821366977077
2022-05-06,16411.25,-0.0162684216398562
2022-05-09,16301.849609375,-0.006666182687180999
2022-05-10,16240.0498046875,-0.003790968888092272
2022-05-11,16167.099609375,-0.0044919933245182175
2022-05-12,15808.0,-0.022211752141785834
2022-05-13,15782.150390625,-0.0016352232651188903
2022-05-16,15842.2998046875,0.0038112305721171857
2022-05-17,16259.2998046875,0.026321935902047233
2022-05-18,16240.2998046875,-0.0011685620062508173
2022-05-19,15809.400390625,-0.026532725334179386
2022-05-20,16266.150390625,0.028891038794289337
2022-05-23,16214.7001953125,-0.0031630222318707046
2022-05-24,16125.150390625,-0.005522754266735541
2022-05-25,16025.7998046875,-0.006161219184365629
2022-05-26,16170.150390625,0.009007387318995308
2022-05-27,16352.4501953125,0.011273847198922216
2022-05-30,16661.400390625,0.018893205092962884
2022-05-31,16584.55078125,-0.004612433983534836
2022-06-01,16522.75,-0.0037264067061659745
2022-06-02,16628.0,0.006370004993115463
2022-06-03,16584.30078125,-0.002628050201467391
2022-06-06,16569.55078125,-0.0008893953501298846
2022-06-07,16416.349609375,-0.009245946006475991
2022-06-08,16356.25,-0.0036609606157923524
2022-06-09,16478.099609375,0.00744972774168895
2022-06-10,16201.7998046875,-0.016767698414100085
2022-06-13,15774.400390625,-0.026379749115209128
2022-06-14,15732.099609375,-0.00268160945598539
2022-06-15,15692.150390625,-0.0025393443813560568
2022-06-16,15360.599609375,-0.021128447854290244
2022-06-17,15293.5,-0.00436829362663993
2022-06-20,15350.150390625,0.0037042135956451006
2022-06-21,15638.7998046875,0.018804337854487096
2022-06-22,15413.2998046875,-0.014419265085317434
2022-06-23,15556.650390625,0.009300447519609234
2022-06-24,15699.25,0.009166472588529428
2022-06-27,15832.0498046875,0.008458990377725017
2022-06-28,15850.2001953125,0.0011464333961117568
2022-06-29,15799.099609375,-0.0032239710103227903
2022-06-30,15780.25,-0.001193081241402827
2022-07-01,15752.0498046875,-0.0017870563085186086
2022-07-04,15835.349609375,0.005288188249805481
2022-07-05,15810.849609375,-0.0015471713984448465
2022-07-06,15989.7998046875,0.011318189707300252
2022-07-07,16132.900390625,0.00894949203151052
2022-07-08,16220.599609375,0.005436047866567373
2022-07-11,16216.0,-0.00028356592763323363
2022-07-12,16058.2998046875,-0.0097249750439381
